id	title	abstract	label	actual
1085	国家电投发布《建设世界一流光伏产业宣言（2023）》	在7月22日的高质量光伏产业发展论坛上，国家电投集团发布了建设世界一流光伏产业的宣言。国家电投将继续推动光伏产业的技术进步与低碳发展，目标到2025年光伏发电装机超过1亿千瓦，建成全球最大风光能源基地，并推进光伏治沙和绿电转化项目。同时，国家电投致力于创新光伏产业模式、提高电力系统的清洁化与数字化水平，支持全球绿色能源合作。公司将加速研发和技术创新，目标是实现全球领先的光伏技术，并全面推动光伏产业的健康可持续发展。	自媒体	0
742	三部门发文：新增可再生能源消费不纳入能源消费总量控制	海南计划到2025年建设337万个充电桩和430个充换电站，同时推进电能替代，预计累计电量达40亿千瓦时。海南电网公司将支持光伏、海上风电等新能源发展，提升清洁能源发电量占比至80%。	自媒体	0
1561	储能产业的微笑曲线与竞争演化趋势	青岛市发展和改革委员会发布了《青岛市碳金融发展三年行动方案（2023-2025年）》的征求意见稿，计划到2023年底形成涵盖多种碳金融产品的市场体系，并提升碳金融规模。到2025年底，将建立碳金融服务平台，拓展碳账户应用场景，丰富产品，提升市场参与度，并推动海洋碳汇发展。此外，绿色贷款增速将高于总体贷款增速，绿色债券发行预计超过200亿元。此方案旨在支持绿色低碳高质量发展，公开征求意见的期限为2023年7月21日至8月20日。	自媒体	0
1970	中国大唐钠离子储能电站获湖北2023新型储能示范项目	当前，中国储能行业企业数量接近9万家，上市公司约256家。宏观上看，储能在新型电力系统中的发展空间广阔，引发大量投资者关注。但微观上，上游可能面临产能过剩，下游市场激励不足，导致行业发展受阻，并有部分领域进入红海竞争状态。**储能产业链分析：**1. **上游环节**：包括技术标准、原材料、关键元器件（如电芯、PCS等），以及设计与金融服务。上游利润率较高，因为涉及技术门槛和规模效应。例如，电池制造技术壁垒高，市场集中度高，头部企业优势明显。2. **中游环节**：主要是储能系统集成和工程服务。该环节企业数量多，竞争激烈，利润率相对较低。市场参与者多、标准化程度高，导致过度内卷，未来淘汰率高。3. **下游环节**：包括设备维护、交易、运营托管等。当前下游市场多元化，付费者和使用者角色分离，可能需要专业运营商来协调各方关系。**微笑曲线理论应用：**参考IT行业的微笑曲线理论，储能产业链呈现出上游和下游利润率较高，而中游利润率较低的特点。上游环节的技术门槛和规模效应导致利润较高，而中游的系统集成和工程安装因壁垒低，竞争激烈，利润较低。**趋势分析：**1. **向上游移动**：一些中游企业开始研发元器件或自建电芯生产线，但由于制造壁垒和数字化能力限制，难以形成完整产业链优势。2. **向下游移动**：部分新能源企业开始向下游的运营服务领域拓展，如工商业储能的运营服务。下游市场虽然不确定性高，但也蕴含高利润机会。总体来看，储能行业未来的发展将受到产业链各环节的市场状况和运营管理能力的影响，尤其是如何应对产能过剩和市场竞争，将是行业成功的关键。	自媒体	0
3654	电力每日要闻（2023年6月30日）	2024年1月31日，广州市生态环境局发布了《广州市碳普惠自愿减排实施办法》。主要内容包括：1. **目标与依据**：该办法旨在贯彻习近平生态文明思想，推动绿色低碳生活方式，支持碳达峰和碳中和目标。基于广东省碳普惠交易管理办法，制定了本地实施细则。2. **管理原则**：碳普惠项目管理应遵循完整性、规范性、可量化性和广泛惠民原则，确保公开透明。3. **主管部门与管理平台**：广州市生态环境局负责碳普惠管理，依托广州碳排放权交易中心和自愿减排注册登记平台进行管理。4. **方法学开发**：鼓励开发具有生态公益价值的低碳行为，并设定了申请和登记流程。5. **减排量申报**：自然人、法人或非法人组织可编制碳普惠方法学并申报自愿减排量，需保证未重复申报，并进行公示。6. **公示与注册**：审核通过的减排量需在注册平台公示7天，公示期满后无异议的进行注册。7. **碳抵消与碳中和**：鼓励购买广州市碳普惠自愿减排量以抵消各类活动产生的碳排放，相关减排量需在平台注销。8. **评选与鼓励**：定期评选优秀主体和案例，对表现优异的项目和参与者给予奖励，并鼓励金融机构开发相关金融产品。9. **信息公开**：定期公开相关信息，包括方法学、减排量登记和注销情况等。10. **合作与发展**：探索与国内外地区开展碳普惠合作，对接碳排放权交易和温室气体减排机制。11. **实施与解释**：该办法自2023年3月1日起施行，有效期5年，由广州市生态环境局负责解释。	自媒体	0
1707	海南：到2025年将建成充电桩33.7万个	近期政策和项目动态包括：1. 财政部下达2023年可再生能源电价补助地方资金，风电项目补助总额为4.95亿元。2. 达拉特旗发布“十四五”新能源产业规划，推动电力通道建设和新能源发电模式探索。3. 济南市发布碳达峰工作方案，控制煤炭消费，推进煤电机组改造。4. 国家能源局公开征求电力市场标准化工作组组建方案意见。5. 辽宁省发布碳达峰碳中和实施方案，推动绿色低碳技术和数字化转型。6. 国家电投集团湖北电力有限公司在武汉揭牌，专注新能源领域。7. 科陆电子新任董事长为伏拥军，美的集团副总裁任科陆新职位。8. 华能华北分公司与天津港电力签署战略合作协议，华润电力温州电厂二期项目开工。9. 国电建投内蒙古长滩电厂1号机组成功并网，福建省首个大型储能电站开工。10. 我国首个千万吨级LNG接收站一期工程投产。这些动态涉及政策实施、项目进展及公司动态，体现了新能源和环保领域的重点关注。	自媒体	0
1127	青岛市碳金融发展三年行动方案（2023-2025年）（征求意见稿）发布	24日，福建北电南送特高压交流输变电工程德化段全线贯通。该段线路长达966公里，途经5个乡镇和21个村，是全省海拔最高、面积最大、第二长的工程段。整体工程起于1000千伏榕城变电站，止于长泰1000千伏变电站，包含新建双回1000千伏输电线路约238公里和832基铁塔，计划于2023年建成投运。	自媒体	0
1274	国家能源集团风电场网络安全防护管理体系填补行业空白	北极星储能网报道，大唐湖北能源开发有限公司的潜江钠离子储能项目于6月24日获得湖北省能源局2023年新型储能电站试点示范项目批复，并配置了250MW新能源建设指标。在新能源建设形势严峻的背景下，公司加强了前瞻性发展，成立了由主要领导牵头的攻坚小组，统一协调项目发展工作。公司还与国内钠离子储能技术领先企业、电力设计院和储能系统集成央企进行深入交流，积极争取地方政府及相关部门的认可，力求项目顺利落地。公司秉持“发展是第一要务”的理念，全力推进新能源项目的各项准备工作，并加强项目管理，推动高质量发展。	自媒体	0
2986	宁夏银川着力打造千亿级新材料产业集群	中国石油大学北京近日换帅，王同奇接替陈峰成为新党委书记。王同奇1976年生，法学硕士，中共党员，曾任北京化工大学党委副书记及北京邮电大学党委副书记等职务。教育部副部长王嘉毅出席了这一任命会议。此外，科奖中心提供科研奖励培训、申报答辩咨询及多媒体制作服务。	自媒体	0
1831	传古科技首期1.2GW异质结电池片项目签约落地	湖南安仁金紫仙抽水蓄能电站的可行性研究阶段报告于2月17日至18日在长沙召开审查会。该项目总投资约80亿元，规划装机容量为120万千瓦，年发电量达1755亿千瓦时，是省“十四五”规划中首批重点实施的抽水蓄能项目。	自媒体	0
1196	总投资80亿元！湖南金紫仙抽水蓄能电站项目专题报告审查会举行	浙江省住建厅于2023年6月14日公开征求关于规范汽车加氢站建设和运营管理的意见。此举旨在推动车用氢能产业的发展，提高加氢站建设运营能力，并支持双碳目标的实现。公众意见需在2023年6月24日前通过电子邮件提交。	自媒体	0
2098	福建北电南送特高压交流输变电工程线路工程（德化段）全线贯通	国家能源集团龙源中能公司开发了一个针对大型风电企业的全生命周期网络安全防护管理体系，荣获电力科技创新二等奖。该体系填补了国内风电行业网络安全管理的空白，通过识别和评估风险，结合CNAS标准化工作体系，建立了541管理层面和动态建模的网络安全管控体系，显著提高了网络安全保护能力。此外，该体系包括主动预警、应急响应和攻防对抗演练等机制，已申请发明专利3项，对提升风电场及相关基础设施的安全防护水平具有重要意义。	自媒体	0
1435	中国石油大学(北京)，换帅！	江苏省长许昆林在2023年1月15日的政府工作报告中总结了过去五年的成就和未来目标。主要内容包括：在习近平新时代中国特色社会主义思想指导下，江苏省高质量发展显著提升，经济增长持续，生态环境保护成效显著，改革开放深入推进，数字经济和创新能力大幅增强，城乡区域协调发展取得新进展。省政府还注重民生改善和社会安全，强调共同富裕和高水平安全保障。	自媒体	0
2958	中国节能召开2023年度工作会议	宁夏银川计划在“十四五”期间通过发展光伏硅、蓝宝石、第三代半导体、石墨及石墨烯材料、储能电池等领域，打造一个千亿级的新材料产业集群。目标包括建立全球蓝宝石制造基地、西部半导体材料新基地，以及实现光伏硅产业700亿元、蓝宝石产业100亿元、第三代半导体100亿元、储能材料800亿元和石墨材料30亿元的突破。银川经济开发区和苏银产业园将成为千亿级园区。	自媒体	0
2594	浙江省关于规范汽车加氢站建设运营管理工作征意见	威海市人民政府于2023年7月19日发布了《威海市建设国家创新型城市实施方案》的通知。该方案旨在通过推动核电、海上风电、光伏等能源产业链的整合和扩展，以石岛湾核电基地为核心，促进新能源产业的发展。方案还强调了科技创新的重要性，力求在2024年前显著提升创新环境、优化创新资源配置、加强创新体系建设，并通过全面发展科技与产业，建设具有海洋特色和高开放度的国家创新型城市。	自媒体	0
3007	江苏：大力发展风电、光伏发电等可再生能源和氢能、核能等清洁能源	4月27日，特发信息光通信产业园的分布式光伏发电项目成功并网发电。该项目由特发信息与南方电网综合能源股份有限公司合作投资，装机容量为36兆瓦，日均发电量1万度电，年减碳量为3500吨。项目采用自发自用和余电上网模式，工作日电量全部用于园区，节假日等休息时段的多余电量并入南方电网。	自媒体	0
2252	120MW！云南大朝山西林业光伏项目并网	云南大朝山西林业光伏发电项目于4月30日并网，装机容量120兆瓦，包含42个光伏子方阵和1座220千伏升压站。该项目对云南省绿色能源发展和云县新能源建设具有重要意义。	自媒体	0
2673	山东威海：打通核电、海上风电、海上光伏等能源的上下游产业链	7月1日，传古科技在江苏省无锡市惠山区签署了首期12GW异质结电池片项目，总投资5亿元。未来，该项目将分期启动年产18GW的高效异质结太阳能电池和18GW高效太阳能组件项目。传古科技专注于光伏电站的开发、设计、施工、运维及新一代光伏电池技术的研发生产和销售。	自媒体	0
2000	特发信息光通信产业园分布式光伏项目并网发电	青海海东市于5月30日发布了《海东市节能减排工作方案2023-2025》，该方案旨在加快经济社会绿色转型，提出了十大节能减排重点任务。主要包括：推动工业园区建设、发展节能环保产业、加强农村建筑可再生能源利用、推进清洁供暖和强化能耗双控政策。方案还注重衔接碳达峰和碳中和目标，推动青海成为国家清洁能源产业高地。	自媒体	0
784	国家能源局关于开展电力中长期交易市场秩序专项监管工作的通知	中国节能环保集团有限公司于2024年1月10日在北京召开了2023年度工作会议暨三届一次职工代表大会。会议重点总结了2022年工作，部署了2023年的重点任务，并以习近平新时代中国特色社会主义思想为指引，全面贯彻党的二十大精神。**主要关键信息：**1. **指导思想与目标**：   - 会议强调2023年是贯彻党的二十大精神的开局之年，也是中国节能设定的能力提升年。   - 要坚持稳中求进，全面落实新发展理念，服务构建新发展格局，并推进全面高质量发展。2. **能力提升重点**：   - **高质量党建**：提升党的政治引领力，加强基层党建，深入推进全面从严治党。   - **人才发展**：提升高素质干部人才队伍的能力，增强人才战略性支撑。   - **市场拓展**：提升服务国家重大战略需求的能力，增强市场竞争力。   - **科技创新**：加强核心技术创新和科技对企业改革的支撑。   - **改革深化**：推动改革，释放改革效能，挖掘改革潜力。   - **现代化管理**：提升管理效能和数字化能力，加快对标世界一流企业。   - **安全风险管控**：加强风险防控和安全管理，提升战略风险预判和防范能力。3. **2023年八项重点工作**：   - 提高发展质量，夯实基础，明确方向。   - 推进市场开发，提升服务能力，健全保障机制。   - 服务国家战略，促进绿色低碳转型，发挥平台作用。   - 推动技术创新，培育发展动能。   - 对标提升，全面提高管理效能。   - 深化提质增效，降本节支，推进标准化数字化建设。   - 巩固改革成果，优化业务布局和结构调整。   - 强化安全发展底线，强化财务、经营、法律风险防控及环保监督。会议明确了中国节能在2023年的发展方向，旨在通过全方位的能力提升，推动公司高质量发展，助力绿色低碳转型。	自媒体	0
3855	青海海东：推动零碳产业园区建设开工红狮硅基新材料、阿特斯新能源全产业链项目	5月11日至12日，甘肃酒泉300MW压缩空气储能电站地下工程的可行性研究评审会在甘肃酒泉玉门市召开。会议由中国科学院武汉岩土力学研究所主持，酒泉市委常委副市长庞柒和中国能建数科集团党委副书记总经理宋玉文出席并致辞。评审组由中国工程院杜修力院士等8位专家组成，对勘察报告和工程可行性研究报告进行了系统评审。专家组一致认为报告技术资料齐全、内容完整、结论可靠，满足可行性研究要求。下一步，将根据专家意见补充修改相关内容，以推进项目高标准建设。此次评审会标志着项目前期工作进入实质性阶段，为地下工程建设奠定了基础。庞柒表示项目将推动酒泉市大容量压缩空气储能电站技术装备研发与示范，填补应用人工硐室技术空白，对完善酒泉市产业链建设具有重要作用。宋玉文指出，该项目是全球首台300MW级应用人工硐室技术的示范项目，将与酒泉市共同开发，推动酒泉地区绿色能源产业基地建设。会议还包括了多家单位领导和专家的参与。	自媒体	0
1359	甘肃酒泉300MW压缩空气储能电站地下工程可行性研究评审会召开	2022年10月8日，国家发展改革委办公厅和国家能源局综合司发布了《十四五关于实施农村电网巩固提升工程的指导意见征求意见稿》。该意见稿主要内容包括：1. **提升目标**：提升农村电网对分布式可再生能源的消纳能力，并结合发展与安全进行规划。2. **重点行动**：实施“千乡万村驭风行动”和“千家万户沐光行动”。3. **规划与衔接**：加强农村电网发展规划与分布式可再生能源的发展衔接，适时推进电网建设改造。4. **服务优化**：各级电网企业和供电企业需简化并网手续、优化服务流程，推广线上服务应用，确保分布式可再生能源发电应接尽接。5. **征求意见**：意见稿公开征求意见的时间为2022年10月8日至11月8日，反馈方式包括传真和电子邮件。该文件旨在推动农村电网建设升级，支持乡村振兴战略和能源安全新战略。	自媒体	0
3549	天津：指导用能单位合理配备和使用计量器具为中小企业提供能源计量和碳计量服务	6月9日，洛阳龙鼎铝业有限公司启动了一个总投资1亿元人民币、装机容量28兆瓦的分布式光伏项目。该项目将覆盖27万平方米的现有建筑和闲置用地，包含光伏车棚和充电桩，并设置5个10KV和多个400V并网点。预计于11月30日完成并网，项目使用年限不低于25年，每年发电量约4000万千瓦时，占公司年用电量的13%，每年可节约电能400万元。	自媒体	0
1951	豫西地区最大分布式光伏发电项目开工	河北省、江西省、广西壮族自治区和重庆市的各级能源和电力管理部门，以及相关电力企业，将于2021年8月至12月开展电力中长期交易市场秩序专项监管工作。此举旨在规范市场行为、维护市场秩序，并遵循国家能源局的相关要求。**主要目标**：- 贯彻中共中央、国务院深化电力体制改革的意见。- 加强对电力中长期交易市场秩序的监管，重点检查889号文的落实情况。- 规范交易行为，解决市场主体反映的突出问题。**工作内容**：1. **市场交易规则规范**：检查规则制修订的程序和审批合规性。2. **电能交易合同**：关注合同完整性、公平性及调整规范性。3. **电能交易组织和执行**：审查交易组织的行为是否合规、公平。4. **电费结算情况**：核实电费结算的合规性和准确性。5. **市场运营机构责任**：评估市场运营机构的自律监督和风险防控。6. **市场信息披露**：检查信息披露的及时性和准确性。**工作步骤**：1. **启动部署**：8月开始，发布监管工作通知，明确任务。2. **自查**：8月至9月，各重点地区进行自查，并于9月1日前提交报告。3. **现场监管**：10月进行现场检查，必要时进行非现场监管。4. **约谈整改**：11月，根据现场监管问题进行约谈，督促整改。5. **总结规范**：12月，形成专项监管报告，发布监管结果和改进措施。**工作要求**：- **组织保障**：各派出机构需积极配合，支持监管工作。- **主动配合**：各相关单位需认真自查，提供必要资料，配合整改。- **监管实效**：确保监管工作问题导向，避免形式主义，维护公平竞争的市场秩序。	自媒体	0
1524	大众掌握新技术有望将电池成本最多降低约50%！	3月23日，国网浙江永嘉县供电公司成功完成了110千伏东瓯变一键顺控改造工程，历时11天并顺利通过送电。改造前，该变电站的操作依赖人工流程，效率低下。此次改造引入了一键顺控功能，实现了设备操作的数字化转型，提高了操作效率。这一改造是公司在落实数字化转型和变电运维战略部署中的重要步骤。	自媒体	0
748	国家发改委征求意见：提升农村电网分布式可再生能源渗透率	2月23日，人民银行与多个机构联合发布了一系列关于金融支持前海深港现代服务业合作区和横琴粤澳深度合作区的意见。主要内容包括完善绿色金融体系、推动粤港澳大湾区金融合作、优化跨境金融管理和服务、以及便利澳门居民在合作区的生活和就业。这些措施旨在深化改革开放、促进澳门经济多元发展，并探索适应市场需求的新形态跨境投资管理体系。最终目标是到2035年实现更高水平的金融一体化和跨境金融服务。	自媒体	0
2991	河南将建超大号“充电宝”	河南省发布了2023-2024年节能降碳改造实施方案，强调通过清洁能源替代、技术装备改造和高耗能设备节能升级等措施，推动重点用能单位提升能效，减少碳排放。主要目标包括完成重点行业节能改造，实现节能400万吨标准煤，提升能效水平。方案还鼓励建设分布式光伏系统，推广清洁生产和智慧管理，完善支持政策并推动节能改造项目的资金投入与市场交易。	自媒体	0
2073	"辽宁单体最大陆上风电全容量并网发电

"	国务院于1986年7月7日发布了关于核电厂选址、设计、运行和质量保证的四个安全规定。这些规定旨在确保核电厂的安全，强调“质量第一，安全第一”的方针。核安全局负责审查和监督核电厂的安全报告及现场情况。为了推动核电事业的发展，要求加快法规制定，严格执法，对违法行为进行追责。	自媒体	0
3347	央行等五部门：支持广州期货交易所建设电力期货市场服务合作区绿色金融发展	4月29日上午，辽宁锦州黑山40万千瓦风电项目实现全容量并网发电。这是辽宁省迄今为止单体容量最大的风电项目，由国家电投集团东北电力有限公司投资建设，总投资2248亿元。项目包括80台5兆瓦风力发电机组和1座220千伏升压站。该项目每年可提供113亿千瓦时清洁电力，节约标煤约345万吨，减少二氧化碳排放912万吨，同时年均上缴税金约5500万元。此项目将有力推动区域经济社会发展，并促进当地能源结构的绿色低碳转型。	自媒体	0
3094	浙江：110千伏东瓯变完成“一键顺控”改造	1月30日发布的《支持新能源商品汽车铁路运输服务新能源汽车产业发展的意见》指出，国家将鼓励新能源汽车通过铁路运输，以提升运输标准化、规范化和安全性，同时降低物流成本，支持新能源汽车产业的发展。意见明确了铁路运输新能源汽车的政策、管理和安全要求，包括不按危险货物管理、规范电池和油箱状态、加强运输管理和应急救援，并强调各地区铁路监管局需强化安全监管和政策宣贯，以确保运输过程的安全畅通。	自媒体	0
2595	河南：在具备条件的重点用能单位加快发展分布式光伏等新能源项目	报告指出，我国已发布70余项与CCUS（碳捕集、利用与储存）相关的政策文件，涉及规划、路线图、技术目录等多个方面，积极部署了CCUS技术研发、标准和融资。然而，我国的CCUS技术发展水平与大规模商业化应用之间仍有显著差距。为支持双碳目标的实现并促进CCUS技术的发展，建议着力探索构建面向碳中和的CCUS技术体系，加快关键技术研发和大规模集成示范，推动制度法规和标准体系的制定，形成有效的商业模式，并深化国际合作与交流，强化人才培养和能力建设。	自媒体	0
2294	四川什邡“百亿项目”欣旺达首条生产线试生产	国家能源局于2023年5月26日发布了关于加强电力行业防汛抗旱工作的通知。通知强调：1) 各单位需贯彻党中央和国务院的指示，强化底线思维，做好防汛抗旱工作；2) 各电力企业和相关部门需明确责任，做好监督和检查；3) 提前做好风险排查和应急准备；4) 加强与地方政府及相关部门的信息沟通和应急响应；5) 确保抢险人员的安全防护；6) 统筹防汛抗旱工作，并根据实际情况优化电站调度。	自媒体	0
2328	《中国碳捕集利用与封存年度报告（2023） 》 发布	欣旺达什邡动力电池及储能产业生产基地项目目前已进入试生产阶段，第一条产线开始运作，第二条产线设备已进场，预计第三条产线设备将于3月底陆续进场。该项目涵盖动力电池电芯、模组、PACK的研发、设计、生产及销售，将进一步完善德阳新能源汽车产业链，助力德阳新能源汽车产业集群的发展。	自媒体	0
775	国务院关于核电厂选址、设计、运行、质量保证四个安全规定的批复	2023年5月18日，生态环境部发布了通知，要求各省、自治区、直辖市在2023年6月30日前提交2022年度生态工业园区建设评价报告。此报告是生态文明建设示范区生态工业园区的重要内容，旨在推动绿色低碳循环经济体系的建设。报告需加盖园区管理机构公章，并以电子版形式发送至生态环境部科技与财务司指定邮箱。详细要求和报告大纲见附件。联系人为王帅，电话010-65645386，邮箱为wangshuaimeegovcn。	自媒体	0
1160	冀北电网新能源省间外送交易有关事项：冀北新能源场站月内省间外送交易优先结算	湖北省发改委发布了通知，规范2023年1月1日以后投产的水电站的上网电价。新水电站的电价将根据装机容量和调节性能执行相应的标杆电价。通知还规定了技术改造和扩建后水电站电价的调整方式，并对2022年12月31日以前投产的水电站电价进行了说明。此外，新投产水电站需提供相关材料供审核，以确定最终电价。相关部门和电力公司需严格执行这些政策，通知从2022年12月31日起生效。	自媒体	0
3757	国家能源局发布《关于进一步做好电力行业防汛抗旱工作的通知》	天津市市场监管委员会和工业和信息化局发布了一项关于促进企业计量能力提升、开展计量服务中小企业行动的通知文件。重点是要积极提升碳计量服务能力，挖掘企业节能降碳潜力，并加强中小企业的能源计量和碳计量服务。文件还提到了加强企业主体责任、加大政策支持、提升计量器具管理智能化水平、加强业务培训、并围绕现代产业体系进行产业发展能力的提升和碳计量典型案例申报的具体措施。 通知要求各有关单位常态化提供服务并呼吁加强计量宣传与科普创新工作。	自媒体	0
1140	关于支持新能源商品汽车铁路运输服务新能源汽车产业发展的意见	大众汽车近期宣布，新技术有望将动力电池成本降低最多50%。这一技术通过与印刷机制造商Koenig & Bauer AG合作，改进了电池制造工艺中的涂层技术。该技术能够节省数亿欧元的生产成本，因为它采用干涂层方式，减少了干燥和粘合剂阶段的能量消耗。这项技术预计在2027年之前投入量产，通过扩大生产规模和使用低廉原材料，有望大幅降低电芯成本。	自媒体	0
2463	湖北进一步规范水电上网电价管理有关事项	华北能源监管局发布通知，从2021年1月起，华北电力调峰辅助服务市场的结算流程将调整为：国网华北分部、国网河北省电力公司和内蒙古电力集团需于每月15日前公示上月市场运行结果，25日前向监管局备案。如有异议需重新公示和备案后结算。通知还要求完善信息公开，详细披露市场结果和机组考核情况，并加强事中事后监管，确保市场公平公正。	自媒体	0
1060	7月份全社会用电量同比增长12.8%	8月12日，国家能源局发布了7月份全社会用电量数据。主要信息如下：- 7月份全社会用电量达到7758亿千瓦时，同比增长12.8%；较2019年同期增长16.3%，两年平均增长7.8%。- 分产业看：  - 第一产业用电量102亿千瓦时，同比增长20.0%。  - 第二产业用电量5068亿千瓦时，同比增长9.3%。  - 第三产业用电量1422亿千瓦时，同比增长21.6%。  - 城乡居民生活用电量1166亿千瓦时，同比增长18.3%。- 1至7月累计全社会用电量47097亿千瓦时，同比增长15.6%。- 分产业看：  - 第一产业用电量554亿千瓦时，同比增长20.5%。  - 第二产业用电量31678亿千瓦时，同比增长15.3%。  - 第三产业用电量8132亿千瓦时，同比增长25.1%。  - 城乡居民生活用电量6733亿千瓦时，同比增长6.6%。	自媒体	0
1662	科技赋能稀土业高质量发展	河南省计划大规模建设新型储能设施，以应对能源供应的不稳定性。该计划包括到2025年全省新型储能规模达到500万千瓦以上，并力争达到600万千瓦，远超之前的220万千瓦目标。这一计划旨在促进风电和光伏发电的持续发展，并提升电力系统的调节能力。新型储能设施将主要包括大型独立储能电站，这些电站将以低于市场价购入电量，并以高于市场价的电价输出，以实现盈利。实施意见还鼓励建设储能设施，并提供财政补贴来支持项目建设。储能项目的收益率预期较高，政府政策支持力度在全国领先。	自媒体	0
3136	生态环境部通知：报送2022年度生态文明建设示范区（生态工业园区）建设评价报告	河北省发改委近期发布了关于冀北电网新能源省间外送交易的函，主要内容如下：1. **交易上限**：   - 冀北新能源企业参与绿电和省间外送交易的总量上限暂定为前三年各地市当月平均利用小时数的50%（平价新能源项目为60%）。   - 张家口风电项目的1900小时以上电量和保障性用户的1900小时以内电量按交易上限参与交易。2. **参与企业**：   - 冀北地区符合电力中长期交易基本规则的发电企业可参与，包括已取得或豁免电力业务许可证的商业运营企业。3. **优先调度**：   - 调度机构会根据新能源场站的发电量和利用小时数设定发电优先级，参与省间外送交易的新能源场站为第三优先级。4. **结算原则**：   - 省间外送交易电量优先结算，绿电交易电量其次。超发电量按燃煤基准电价结算，欠发电量按火电欠发价格结算。该通知旨在促进冀北地区新能源的市场化交易，推动新能源高质量发展。	自媒体	0
883	华北能监局进一步规范电力调峰辅助服务市场结算流程	重庆市电力公司在2023年迎峰度夏期间完成了8项重点基建工程的投入运营。这些工程包括4项新建工程（如永川500千伏输变电工程）、2项改造工程和2项扩建工程，总投资1422亿元。主要目标是提升电网供电能力和可靠性，特别是永川500千伏工程将显著提升渝西片区供电能力。此外，变电站主变增容和新线路建设有效缓解了供电瓶颈问题。	自媒体	0
841	2004年新发布的电力行业标准	中国稀土集团首届科技创新大会在江西赣州召开。会上，该集团与兰州大学签署了战略合作框架协议，并成立了中国稀土集团研究院及科学技术协会。尽管我国稀土产业规模大，但附加值低，主要依赖进口高端产品。为提升产业质量，工业和信息化部等国家部委积极推进稀土产业的高质量发展。中国稀土集团自2021年组建以来，致力于科技创新，推动高端产品的研发，并在多个领域取得了技术突破。江西省也在加快稀土产业的发展，着力提升科研能力和研发投入。	自媒体	0
1774	西非地区最大生物质电站项目奠基！	7月20日，中国能建承建的科特迪瓦必欧雅46MW生物质电站项目举行奠基仪式。该电站将利用棕榈油生产过程中的残渣作为燃料，预计每年为约170万人提供电力，并促进科特迪瓦农业可持续发展。项目预计于2025年竣工，年发电348吉瓦时，成为西非最大的生物质电站。该项目将创造1000多个就业机会，每年减少450万吨二氧化碳排放。中国能建将确保严格遵守法律法规，高效推进项目建设。	自媒体	0
1744	重庆8项迎峰度夏电力保供重点基建工程投运	2004年3月8日，中华人民共和国国家发展和改革委员会批准了99项新的电力行业标准，这些标准自2004年6月1日起生效。以下是主要的标准类别和内容：1. **火电厂和电站设备相关标准**：   - 火电厂环境监测技术规范（DLT414-2004）   - 电站煤粉锅炉炉膛防爆规程（DLT435-2004）   - 电站磨煤机及制粉系统导则（DLT466/467-2004）   - 火电厂汽水化学导则（DLT8052-2004）2. **电力设备和测试仪器标准**：   - 高电压测试设备通用技术条件（DLT8461-8469-2004）   - 电力设备专用测试仪器技术条件（DLT8491-8496-2004）3. **电力系统和通讯标准**：   - 采用配电线载波的配电自动化标准（DLT7904-2004）   - 变电站通信网络和系统标准（DLT8603-8604-2004）4. **电力建设和施工技术规范**：   - 电力建设施工及验收技术规范（DLT5190-2004）   - 电力工程直流系统设计技术规程（DLT5044-2004）5. **其他**：   - 电力可靠性基本名词术语（DLT861-2004）   - 风力发电场项目建设工程验收规程（DLT5191-2004）这些新标准涵盖了电力行业的环境监测、设备维护、测试仪器、系统设计及施工规范，旨在提高电力系统的安全性和可靠性。	自媒体	0
3414	六部门：开展2023年绿色建材下乡活动	天津市生态环境局决定继续组织铅蓄电池生产企业的集中收集和跨区域转运试点工作，试点将持续至2023年12月31日。该措施自实施以来已显著提高废铅蓄电池的规范收集处理率，降低了环境风险。试点期间需严格按照实施方案执行，涉及危险废物经营许可证的续期以及新增试点单位的申请。试点单位需设立符合要求的集中转运点和收集网点，并满足相应的储存和运输规定。	自媒体	0
2774	含7个光伏课题！山东能源局公布2023年能源行业软科学研究课题	2023年7月21日，国中水务公告称，其子公司秦皇岛污水处理有限公司（秦皇岛污水）收到秦皇岛市城市管理综合行政执法局的通知，告知其秦皇岛市第四污水处理厂项目的特许经营权将于2023年7月31日到期，且特许经营期不会延长。公司需准备资产清点及移交工作。秦皇岛市第四污水处理厂在2019年完成了提标改造并按一级A标准运营，目前处于结算阶段。根据2017年签署的补充协议，改造投资估算为1859万元，污水处理服务费标准为15元/吨。若特许权合同延长10年，服务费将调整为150元/吨，延长15年则调整为145元/吨。公司认为应将特许经营期延长至2033年7月31日。公司将与相关部门保持沟通，并采取法律手段保护权益。截至2022年末，秦皇岛污水资产总额为227.68亿元，净资产为90.94亿元，营业收入为61.98亿元，净利润为5.28亿元。如果特许经营权终止，从2023年8月起，其收入和成本将不再确认。	自媒体	0
2729	关于继续组织开展天津市铅蓄电池生产企业集中收集和跨区域转运制度试点工作的通知	山东省能源局于2023年7月3日公布了28个能源行业软科学研究课题，包括光伏相关的几个主要课题：基于氢储能的风光互补发电系统、促进清洁能源消纳的源网荷储协同优化机制、分布式光伏电网调峰发展模式、基于大数据的分布式光伏管理与可持续发展、山东省分布式光伏开发潜力及服务策略、集控维检中心模式、多场景新能源场站管理提升、以及山东中长期高比例可再生能源电力系统发展优化。这些课题致力于推动能源技术创新和优化策略。	自媒体	0
